Time(s),score
26.037935972213745,0.31739918685381857
59.35781002044678,0.3636191766840396
89.36859798431396,0.3636191766840396
118.9352560043335,0.3636191766840396
155.26184797286987,0.3636191766840396
185.5434238910675,0.3636191766840396
211.30401515960693,0.3636191766840396
241.6918489933014,0.3636191766840396
268.6287999153137,0.3636191766840396
298.16496205329895,0.3636191766840396
333.350546836853,0.3636191766840396
368.04378485679626,0.3636191766840396
400.8852570056915,0.3636191766840396
434.7686929702759,0.3636191766840396
469.7071678638458,0.3636191766840396
507.0455160140991,0.3636191766840396
531.8159358501434,0.3636191766840396
568.1772980690002,0.3636191766840396
600.2291569709778,0.3708477149869966
622.7788138389587,0.3708477149869966
650.9050040245056,0.3708477149869966
678.7214460372925,0.3708477149869966
705.6341800689697,0.3708477149869966
725.3998289108276,0.3708477149869966
758.0430130958557,0.3708477149869966
788.0878231525421,0.3708477149869966
819.4749281406403,0.3708477149869966
843.3245711326599,0.3708477149869966
871.5627481937408,0.3708477149869966
896.6731820106506,0.3708477149869966
919.8424592018127,0.3708477149869966
951.9157202243805,0.3708477149869966
971.3423988819122,0.3708477149869966
995.1450979709625,0.3708477149869966
1021.6467440128326,0.3708477149869966
1058.2730758190155,0.3708477149869966
1083.5335040092468,0.3708477149869966
1116.84299492836,0.3708477149869966
1152.0951778888702,0.3708477149869966
1187.464056968689,0.3708477149869966
1208.970967054367,0.3708477149869966
1234.649584054947,0.3708477149869966
1257.236494064331,0.3708477149869966
1285.7346150875092,0.3708477149869966
1318.8999001979828,0.3708477149869966
1346.765911102295,0.3708477149869966
1372.955206155777,0.3708477149869966
1414.0107610225677,0.3708477149869966
1434.3437070846558,0.3708477149869966
1475.8124949932098,0.3708477149869966
1500.8047201633453,0.3708477149869966
1527.2511699199677,0.3708477149869966
1554.0873131752014,0.3708477149869966
1581.1341309547424,0.3708477149869966
1611.429260969162,0.3708477149869966
1636.048574924469,0.3708477149869966
1674.852056980133,0.3708477149869966
1704.6197381019592,0.3708477149869966
1741.9278299808502,0.3708477149869966
1769.5629770755768,0.3708477149869966
