score,Time(s)
0.404708302496516,2.97139310836792
0.404708302496516,6.1808180809021
0.4117874272916205,9.10485029220581
0.4836221047313256,12.054306268692017
0.4836221047313256,15.08958888053894
0.4836221047313256,18.141072273254395
0.4836221047313256,21.833586931228638
0.4836221047313256,25.532474756240845
0.4836221047313256,29.132989645004272
0.4836221047313256,32.81553888320923
0.4836221047313256,36.972646713256836
0.4836221047313256,41.01998281478882
0.4836221047313256,45.2891161441803
0.4836221047313256,49.84776186943054
0.4836221047313256,54.508906841278076
0.4836221047313256,59.28170943260193
0.4836221047313256,63.90865230560303
0.4836221047313256,68.82000851631165
0.4836221047313256,74.01080965995789
0.4836221047313256,79.2177345752716
0.4836221047313256,84.86476421356201
0.4836221047313256,90.59990644454956
0.48909096583766115,96.37112259864807
0.48909096583766115,102.19866037368774
0.48909096583766115,108.15750861167908
0.48909096583766115,114.49804019927979
0.48909096583766115,120.76119709014893
0.48909096583766115,127.42617988586426
0.48909096583766115,134.02507615089417
0.48909096583766115,140.9156403541565
0.48909096583766115,147.83003568649292
0.48909096583766115,154.96555185317993
0.48909096583766115,162.16222023963928
0.48909096583766115,169.4908730983734
0.48909096583766115,177.19939422607422
0.48909096583766115,184.95943784713745
0.48909096583766115,192.90964698791504
0.48909096583766115,201.041512966156
0.48909096583766115,209.30417561531067
0.48909096583766115,217.74376034736633
0.48909096583766115,225.9930534362793
0.48909096583766115,234.7819905281067
0.48909096583766115,243.6129138469696
0.48909096583766115,252.54471278190613
0.48909096583766115,261.4589068889618
0.48909096583766115,270.7214388847351
0.48909096583766115,280.14624524116516
0.48909096583766115,289.87123131752014
0.48909096583766115,299.9534418582916
0.48909096583766115,309.8202693462372
0.48909096583766115,319.8912842273712
0.48909096583766115,329.6828508377075
0.48909096583766115,340.13056993484497
0.48909096583766115,350.9312696456909
0.48909096583766115,361.7299757003784
0.48909096583766115,372.5724847316742
0.48909096583766115,383.15291929244995
0.48909096583766115,394.03109192848206
0.48909096583766115,405.29661107063293
0.491759084961785,416.7350254058838
0.491759084961785,428.3664700984955
0.491759084961785,440.14100408554077
0.491759084961785,452.1052072048187
0.491759084961785,464.0805206298828
0.491759084961785,476.5449860095978
0.491759084961785,488.9173655509949
0.491759084961785,501.6732449531555
0.491759084961785,513.9399242401123
0.491759084961785,526.7792167663574
0.491759084961785,539.5451219081879
0.491759084961785,552.6558225154877
0.491759084961785,566.0276141166687
0.491759084961785,579.5722496509552
0.491759084961785,593.2300591468811
0.491759084961785,607.0422592163086
0.491759084961785,621.1215713024139
0.491759084961785,635.795077085495
0.491759084961785,650.7889065742493
0.491759084961785,665.1962633132935
0.491759084961785,679.6628942489624
0.491759084961785,694.2616169452667
0.491759084961785,710.1165306568146
0.491759084961785,726.0012183189392
0.491759084961785,742.0786030292511
0.491759084961785,758.1521940231323
0.491759084961785,774.0589554309845
0.491759084961785,790.4347064495087
0.491759084961785,806.515298128128
0.491759084961785,823.1654055118561
0.491759084961785,840.3330409526825
0.491759084961785,857.4407930374146
0.491759084961785,874.5436615943909
0.491759084961785,892.0655481815338
0.491759084961785,909.1889951229095
0.491759084961785,926.6195046901703
0.491759084961785,944.1438767910004
0.491759084961785,961.8247194290161
0.491759084961785,979.8852705955505
0.491759084961785,998.4255962371826
0.491759084961785,1016.5623915195465
0.491759084961785,1035.1505615711212
0.491759084961785,1053.6543533802032
0.491759084961785,1072.4938094615936
0.491759084961785,1091.567190170288
0.491759084961785,1110.5600516796112
0.491759084961785,1129.7148976325989
0.491759084961785,1149.0913066864014
0.491759084961785,1168.5001308918
0.491759084961785,1191.104930639267
0.491759084961785,1214.1509001255035
0.491759084961785,1237.43194937706
0.491759084961785,1259.8198461532593
0.491759084961785,1282.066846370697
0.5029299221582891,1305.677642583847
0.5029299221582891,1328.9309978485107
0.5029299221582891,1352.6012651920319
0.5029299221582891,1375.2479631900787
0.5029299221582891,1406.7315361499786
0.5029299221582891,1439.1750609874725
0.5029299221582891,1471.2728943824768
0.5029299221582891,1522.571956396103
0.5029299221582891,1544.372448682785
0.5029299221582891,1566.3082346916199
0.5029299221582891,1588.3038430213928
0.5066811883630647,1610.1639795303345
0.5066811883630647,1632.8889110088348
0.5066811883630647,1654.8226866722107
0.5066811883630647,1677.1628880500793
0.5066811883630647,1699.6190593242645
0.5066811883630647,1722.496006011963
0.5066811883630647,1745.5171525478363
0.5066811883630647,1768.7457678318024
0.5066811883630647,1792.038676738739
0.5066811883630647,1815.521943807602
0.5066811883630647,1839.1648788452148
0.5066811883630647,1863.2119572162628
0.5066811883630647,1887.0110239982605
0.5066811883630647,1911.1177349090576
0.5066811883630647,1935.4855818748474
0.5066811883630647,1959.5144939422607
0.5066811883630647,1984.0376534461975
0.5066811883630647,2008.7995128631592
0.5066811883630647,2033.6447095870972
0.5066811883630647,2058.5526208877563
0.5066811883630647,2083.312770843506
0.5066811883630647,2109.6934752464294
0.5066811883630647,2135.3014793395996
0.5066811883630647,2161.6003153324127
0.5066811883630647,2187.501493215561
0.5066811883630647,2213.6942241191864
0.5066811883630647,2239.990163087845
0.5066811883630647,2266.4737524986267
0.5066811883630647,2292.646520137787
0.5066811883630647,2319.3143231868744
0.5066811883630647,2345.8676886558533
0.5066811883630647,2375.9842631816864
0.5066811883630647,2406.4047939777374
0.5066811883630647,2437.461189508438
0.5066811883630647,2468.7056975364685
0.5066811883630647,2499.0454909801483
0.5066811883630647,2528.9151339530945
0.5066811883630647,2559.2824850082397
0.5066811883630647,2589.687881708145
0.5066811883630647,2621.222698688507
0.5193272020024443,2652.9466733932495
0.5193272020024443,2683.9118313789368
0.5193272020024443,2725.3958790302277
0.5193272020024443,2763.7571873664856
0.5193272020024443,2802.1665914058685
0.5193272020024443,2865.5705273151398
0.5193272020024443,2897.958951473236
0.5193272020024443,2930.5593733787537
0.5193272020024443,2963.3738129138947
0.5293936803132373,2995.0558772087097
0.5293936803132373,3027.425096511841
0.5293936803132373,3059.8974707126617
0.5293936803132373,3092.392054796219
0.5356800291671885,3125.2036893367767
0.5356800291671885,3158.003930091858
0.5570349376341341,3192.5170550346375
0.5570349376341341,3225.954475402832
0.5570349376341341,3260.3267908096313
0.5570349376341341,3293.6398906707764
0.5570349376341341,3327.638637781143
0.5570349376341341,3361.484513282776
0.5570349376341341,3405.587584257126
0.5570349376341341,3449.2381150722504
0.5570349376341341,3489.726124048233
0.5570349376341341,3532.7665252685547
0.5570349376341341,3572.592875480652
0.5570349376341341,3640.8114211559296
0.5570349376341341,3681.814483642578
0.5570349376341341,3726.2844150066376
0.5570349376341341,3766.48158288002
0.5570349376341341,3807.982441186905
0.5570349376341341,3853.513191461563
0.5570349376341341,3894.6478872299194
0.5570349376341341,3937.279851436615
0.5570349376341341,3977.088451862335
0.5570349376341341,4037.384463071823
0.5570349376341341,4108.779991149902
0.5570349376341341,4178.609184741974
0.5570349376341341,4240.968400001526
0.5570349376341341,4309.8153965473175
0.5570349376341341,4383.031988620758
0.5570349376341341,4455.7014853954315
