score,Time(s)
0.311480108705618,8.382543802261353
0.311480108705618,14.036226034164429
0.311480108705618,23.865295886993408
0.32652085683119286,33.82174897193909
0.32652085683119286,42.85010099411011
0.32652085683119286,52.658331871032715
0.32652085683119286,60.44419598579407
0.32652085683119286,66.45614576339722
0.32652085683119286,73.66004776954651
0.32652085683119286,83.24264788627625
0.32652085683119286,92.8179669380188
0.32652085683119286,100.37256789207458
0.32652085683119286,108.68674778938293
0.32652085683119286,115.41207909584045
0.32652085683119286,123.76211977005005
0.32652085683119286,129.2345118522644
0.32652085683119286,135.38393592834473
0.32652085683119286,142.13430285453796
0.32652085683119286,149.69015979766846
0.32652085683119286,156.23597192764282
0.32652085683119286,161.65704894065857
0.32652085683119286,167.35453391075134
0.32652085683119286,174.08622193336487
0.32652085683119286,182.5112578868866
0.32652085683119286,192.3090579509735
0.32652085683119286,199.0876908302307
0.32652085683119286,205.60005283355713
0.32652085683119286,212.35485696792603
0.32652085683119286,218.9283938407898
0.32652085683119286,223.7894971370697
0.32652085683119286,230.7092809677124
0.32652085683119286,238.0717408657074
0.32652085683119286,246.43798804283142
0.32652085683119286,251.22259497642517
0.32652085683119286,259.2940299510956
0.32652085683119286,264.8398940563202
0.32652085683119286,273.5741078853607
0.32683231532239515,283.1758761405945
0.32683231532239515,292.878201007843
0.32683231532239515,298.36852979660034
0.32683231532239515,303.8009579181671
0.32683231532239515,309.37800693511963
0.32683231532239515,318.395076751709
0.32683231532239515,323.91931796073914
0.32683231532239515,329.03906297683716
0.32683231532239515,334.00357389450073
0.32683231532239515,339.49978375434875
0.32683231532239515,345.74470710754395
0.32683231532239515,352.542377948761
0.32683231532239515,362.3040850162506
0.32683231532239515,368.33853578567505
0.32683231532239515,375.4467508792877
0.32683231532239515,381.04446387290955
0.32683231532239515,387.92430996894836
0.32683231532239515,396.2591428756714
0.32683231532239515,402.9113919734955
0.32683231532239515,408.8697338104248
0.32683231532239515,418.39183473587036
0.32683231532239515,426.17776584625244
0.32683231532239515,435.4318599700928
0.32683231532239515,441.5582027435303
0.32683231532239515,447.0419991016388
0.32683231532239515,456.82305788993835
0.32683231532239515,463.42524099349976
0.32683231532239515,472.92767572402954
0.32683231532239515,481.8354470729828
0.32683231532239515,491.6386160850525
0.32683231532239515,496.2780249118805
0.32683231532239515,504.511656999588
0.32683231532239515,514.1880829334259
0.32683231532239515,521.3470668792725
0.32683231532239515,528.9963939189911
0.32683231532239515,537.2076528072357
0.32683231532239515,546.9771678447723
0.32683231532239515,556.4263260364532
0.32683231532239515,563.220422744751
0.32683231532239515,570.4215669631958
0.32683231532239515,578.9758768081665
0.32683231532239515,587.4916839599609
0.32683231532239515,593.575343132019
0.32683231532239515,602.037122964859
0.32683231532239515,612.500198841095
0.32683231532239515,622.1178948879242
0.32683231532239515,629.6198348999023
0.32683231532239515,637.5286169052124
0.32683231532239515,643.8345170021057
0.32683231532239515,649.7224268913269
0.32683231532239515,655.7919218540192
