Time(s),score
22.709890127182007,0.41466226033081327
51.09952521324158,0.5266030776942773
79.93704414367676,0.5266030776942773
107.13125205039978,0.5266030776942773
138.1484260559082,0.5266030776942773
166.7706971168518,0.5266030776942773
186.20551109313965,0.5266030776942773
214.8857569694519,0.5266030776942773
240.56917095184326,0.5266030776942773
268.4297320842743,0.5266030776942773
297.6875829696655,0.5266030776942773
328.0536730289459,0.5266030776942773
358.625,0.5266030776942773
388.9333209991455,0.5266030776942773
420.2640120983124,0.5266030776942773
453.0313711166382,0.5266030776942773
473.46325516700745,0.5266030776942773
503.5336000919342,0.5266030776942773
532.6595370769501,0.5266030776942773
551.233579158783,0.5266030776942773
580.134526014328,0.5266030776942773
604.8434472084045,0.5266030776942773
628.2701160907745,0.5266030776942773
645.665510892868,0.5266030776942773
676.1432371139526,0.5266030776942773
703.501631975174,0.5266030776942773
730.5322370529175,0.5266030776942773
754.0227110385895,0.5266030776942773
779.4811289310455,0.5266030776942773
797.9396641254425,0.5266030776942773
817.4921391010284,0.5266030776942773
843.4399580955505,0.5266030776942773
859.6528251171112,0.5266030776942773
878.1672179698944,0.5266030776942773
902.3052501678467,0.5266030776942773
932.891783952713,0.5266030776942773
956.4465279579163,0.5266030776942773
986.7118332386017,0.5266030776942773
1018.9676220417023,0.5266030776942773
1052.8182010650635,0.5266030776942773
1070.559471130371,0.5266030776942773
1089.6222259998322,0.5266030776942773
1106.1759550571442,0.5266030776942773
1130.8401460647583,0.5266030776942773
1161.3329770565033,0.5266030776942773
1187.1576919555664,0.5266030776942773
1209.0858612060547,0.5266030776942773
1237.4808268547058,0.5266030776942773
1264.0185511112213,0.5266030776942773
1301.2790310382843,0.5266030776942773
1326.80051612854,0.5266030776942773
1352.3728609085083,0.5266030776942773
1375.0929281711578,0.5266030776942773
1401.722058057785,0.5266030776942773
1428.4916880130768,0.5266030776942773
1451.2140550613403,0.5266030776942773
1489.147607088089,0.5266030776942773
1523.6767449378967,0.5266030776942773
1560.0402262210846,0.5266030776942773
1589.8222589492798,0.5266030776942773
